dataset_slug,dataset_name,task_name,fold,problem_type,num_trials,sample_size,seed,train_metric_error,val_metric_error,test_metric_error,train_rows,val_rows,test_rows,model_train_seconds,run_seconds,status,hf_found,hf_dataset_name,hf_metric_name,hf_metric_error,hf_best_metric_error,hf_total_methods,rt_delta_vs_hf_best,rt_method,rt_config
airfoil-self-noise,tabarena-airfoil-self-noise,fold-10,10,regression,1,0,42,nan,nan,6.898994445800781,801,201,501,1.430511474609375e-06,6.905552387237549,ok,True,airfoil_self_noise,rmse,1.5409089879880646,1.0540866414068502,45.0,5.844907804393931,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-11,11,regression,1,0,42,nan,nan,7.129344940185547,801,201,501,1.430511474609375e-06,6.33941388130188,ok,True,airfoil_self_noise,rmse,1.6306886673820544,1.12828060296917,45.0,6.001064337216377,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-12,12,regression,1,0,42,nan,nan,6.99857759475708,801,201,501,1.6689300537109375e-06,6.217489957809448,ok,True,airfoil_self_noise,rmse,1.7006943404717818,1.032568122722141,45.0,5.966009472034939,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-13,13,regression,1,0,42,nan,nan,7.007652759552002,801,201,501,1.6689300537109375e-06,6.754996299743652,ok,True,airfoil_self_noise,rmse,1.5838342840816495,1.0893447248399777,45.0,5.918308034712024,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-14,14,regression,1,0,42,nan,nan,7.142399311065674,801,201,501,1.6689300537109375e-06,6.323870420455933,ok,True,airfoil_self_noise,rmse,1.4714127989238883,1.0765307709350374,45.0,6.065868540130636,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-15,15,regression,1,0,42,nan,nan,7.083995342254639,801,201,501,1.430511474609375e-06,6.365521669387817,ok,True,airfoil_self_noise,rmse,1.6008692089226382,1.133741581298553,45.0,5.950253760956086,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-16,16,regression,1,0,42,nan,nan,6.930657863616943,801,201,501,1.6689300537109375e-06,6.650099039077759,ok,True,airfoil_self_noise,rmse,1.697611879617766,1.0915502622412074,45.0,5.839107601375736,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-17,17,regression,1,0,42,nan,nan,7.244609832763672,801,201,501,1.430511474609375e-06,6.382511854171753,ok,True,airfoil_self_noise,rmse,1.567779435803561,0.9336311344035184,45.0,6.310978698360153,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-18,18,regression,1,0,42,nan,nan,7.176705837249756,801,201,501,1.6689300537109375e-06,6.431990146636963,ok,True,airfoil_self_noise,rmse,1.6097512242890002,1.0661763737141177,45.0,6.110529463535638,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-19,19,regression,1,0,42,nan,nan,7.166165828704834,801,201,501,1.6689300537109375e-06,6.348761558532715,ok,True,airfoil_self_noise,rmse,1.5281510335933304,0.9786571771458628,45.0,6.1875086515589715,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-20,20,regression,1,0,42,nan,nan,6.648908615112305,801,201,501,1.6689300537109375e-06,6.676433801651001,ok,True,airfoil_self_noise,rmse,1.4361773849472803,1.0231700118834288,45.0,5.625738603228876,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-21,21,regression,1,0,42,nan,nan,7.103125095367432,801,201,501,1.6689300537109375e-06,6.395910024642944,ok,True,airfoil_self_noise,rmse,1.401413231232579,0.942650475970968,45.0,6.160474619396464,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-22,22,regression,1,0,42,nan,nan,7.05272912979126,801,201,501,2.6226043701171875e-06,6.473381996154785,ok,True,airfoil_self_noise,rmse,1.4941470264508492,1.1114469131535665,45.0,5.941282216637694,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-23,23,regression,1,0,42,nan,nan,6.823564052581787,801,201,501,2.384185791015625e-06,6.673549652099609,ok,True,airfoil_self_noise,rmse,1.699299515781381,1.0949814652755565,45.0,5.728582587306231,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-24,24,regression,1,0,42,nan,nan,7.057764053344727,801,201,501,2.384185791015625e-06,6.3025243282318115,ok,True,airfoil_self_noise,rmse,1.6105723732293282,1.1431634894100384,45.0,5.914600563934688,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-25,25,regression,1,0,42,nan,nan,7.056312561035156,801,201,501,2.6226043701171875e-06,6.363006830215454,ok,True,airfoil_self_noise,rmse,1.4967771632928113,1.0150818353544142,45.0,6.041230725680742,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-26,26,regression,1,0,42,nan,nan,6.820114612579346,801,201,501,1.430511474609375e-06,6.330997467041016,ok,True,airfoil_self_noise,rmse,1.57697472900351,1.158504360163006,45.0,5.66161025241634,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-27,27,regression,1,0,42,nan,nan,6.795959949493408,801,201,501,1.9073486328125e-06,6.764981746673584,ok,True,airfoil_self_noise,rmse,1.631816449925383,1.141427455237724,45.0,5.654532494255684,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-28,28,regression,1,0,42,nan,nan,7.210452079772949,801,201,501,1.430511474609375e-06,6.441472053527832,ok,True,airfoil_self_noise,rmse,1.4592213201261317,1.0202671180672895,45.0,6.1901849617056595,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-29,29,regression,1,0,42,nan,nan,7.063226222991943,801,201,501,1.430511474609375e-06,6.359402418136597,ok,True,airfoil_self_noise,rmse,1.7057537046136333,1.1293917000618183,45.0,5.933834522930125,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-0,0,binary_classification,1,0,42,nan,nan,0.4801099671574597,17476,4370,10923,2.6226043701171875e-06,41.42338681221008,ok,True,Amazon_employee_access,roc_auc,0.1634030411235577,0.1230717758788864,45.0,0.3570381912785733,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-1,1,binary_classification,1,0,42,nan,nan,0.5350504938681624,17476,4370,10923,1.1920928955078125e-06,41.802356004714966,ok,True,Amazon_employee_access,roc_auc,0.1466546595341388,0.1047241260336855,45.0,0.43032636783447686,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-2,2,binary_classification,1,0,42,nan,nan,0.5437259150311292,17476,4370,10923,6.9141387939453125e-06,49.36782622337341,ok,True,Amazon_employee_access,roc_auc,0.1556947265478071,0.1082748784460748,45.0,0.4354510365850544,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-3,3,binary_classification,1,0,42,nan,nan,0.5381405745072301,17476,4370,10923,2.1457672119140625e-06,47.94870209693909,ok,True,Amazon_employee_access,roc_auc,0.154097026528034,0.113316723842512,45.0,0.42482385066471806,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-4,4,binary_classification,1,0,42,nan,nan,0.5269690148467963,17476,4370,10923,1.430511474609375e-06,48.93370532989502,ok,True,Amazon_employee_access,roc_auc,0.1484161378567237,0.1125839340999693,45.0,0.41438508074682695,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-5,5,binary_classification,1,0,42,nan,nan,0.565657843638581,17476,4370,10923,2.384185791015625e-06,47.05782151222229,ok,True,Amazon_employee_access,roc_auc,0.1713506571665001,0.1228595071519917,45.0,0.4427983364865893,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-6,6,binary_classification,1,0,42,nan,nan,0.5317082514027051,17476,4370,10923,1.1920928955078125e-06,51.37772870063782,ok,True,Amazon_employee_access,roc_auc,0.1682342873027802,0.1200474422163153,45.0,0.41166080918638975,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-7,7,binary_classification,1,0,42,nan,nan,0.5252047606747042,17476,4370,10923,1.9073486328125e-06,56.39275074005127,ok,True,Amazon_employee_access,roc_auc,0.1511725558402388,0.1148996942148048,45.0,0.41030506645989945,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-8,8,binary_classification,1,0,42,nan,nan,0.5084258951744836,17476,4370,10923,2.86102294921875e-06,56.01569700241089,ok,True,Amazon_employee_access,roc_auc,0.156686655704936,0.1237984699634762,45.0,0.38462742521100735,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-0,0,regression,1,0,42,nan,nan,1881.9560546875,820,205,513,3.0994415283203125e-06,7.576894044876099,ok,True,Another-Dataset-on-used-Fiat-500,rmse,727.096139944832,684.4739289534879,45.0,1197.4821257340122,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-1,1,regression,1,0,42,nan,nan,1909.65185546875,820,205,513,1.6689300537109375e-06,9.259399890899658,ok,True,Another-Dataset-on-used-Fiat-500,rmse,745.2317427602255,714.6702841954356,45.0,1194.9815712733143,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-2,2,regression,1,0,42,nan,nan,1927.56005859375,820,206,512,1.430511474609375e-06,8.793605327606201,ok,True,Another-Dataset-on-used-Fiat-500,rmse,773.1062748747117,749.273935417717,45.0,1178.286123176033,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-3,3,regression,1,0,42,nan,nan,1907.2742919921875,820,205,513,2.384185791015625e-06,8.75817608833313,ok,True,Another-Dataset-on-used-Fiat-500,rmse,746.2814167686921,726.7427178554125,45.0,1180.531574136775,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-4,4,regression,1,0,42,nan,nan,1928.37841796875,820,205,513,1.430511474609375e-06,7.9652581214904785,ok,True,Another-Dataset-on-used-Fiat-500,rmse,761.084859104398,722.6529421211595,45.0,1205.7254758475906,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-5,5,regression,1,0,42,nan,nan,1939.49072265625,820,206,512,1.430511474609375e-06,7.8951709270477295,ok,True,Another-Dataset-on-used-Fiat-500,rmse,752.70043676175,712.2787670489912,45.0,1227.211955607259,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-6,6,regression,1,0,42,nan,nan,1951.190673828125,820,205,513,3.5762786865234375e-06,8.172389268875122,ok,True,Another-Dataset-on-used-Fiat-500,rmse,742.8219271991052,721.8301271786611,45.0,1229.360546649464,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-7,7,regression,1,0,42,nan,nan,1918.617431640625,820,205,513,2.6226043701171875e-06,8.817673921585083,ok,True,Another-Dataset-on-used-Fiat-500,rmse,746.4688064991403,703.9042957444839,45.0,1214.713135896141,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-8,8,regression,1,0,42,nan,nan,1874.7503662109375,820,206,512,2.384185791015625e-06,8.23185920715332,ok,True,Another-Dataset-on-used-Fiat-500,rmse,737.6286151076337,716.0325081352468,45.0,1158.7178580756909,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-9,9,regression,1,0,42,nan,nan,1874.685791015625,820,205,513,1.430511474609375e-06,8.584969758987427,ok,True,Another-Dataset-on-used-Fiat-500,rmse,737.0718329307715,689.1111369554578,45.0,1185.5746540601672,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-10,10,regression,1,0,42,nan,nan,1888.321533203125,820,205,513,1.430511474609375e-06,7.9261791706085205,ok,True,Another-Dataset-on-used-Fiat-500,rmse,744.2329064370816,719.1031916439499,45.0,1169.218341559175,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-11,11,regression,1,0,42,nan,nan,1986.6119384765625,820,206,512,7.152557373046875e-06,8.21992564201355,ok,True,Another-Dataset-on-used-Fiat-500,rmse,774.6645674968966,756.694920051813,45.0,1229.9170184247496,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-12,12,regression,1,0,42,nan,nan,1854.2698974609375,820,205,513,2.6226043701171875e-06,8.075502634048462,ok,True,Another-Dataset-on-used-Fiat-500,rmse,734.0509505423823,712.0036764324274,45.0,1142.2662210285102,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-13,13,regression,1,0,42,nan,nan,1968.8961181640625,820,205,513,2.6226043701171875e-06,8.180752277374268,ok,True,Another-Dataset-on-used-Fiat-500,rmse,788.4295358216963,747.1575827548468,45.0,1221.7385354092157,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-14,14,regression,1,0,42,nan,nan,1974.4256591796875,820,206,512,1.6689300537109375e-06,8.171485424041748,ok,True,Another-Dataset-on-used-Fiat-500,rmse,731.704344058786,704.9382338572465,45.0,1269.4874253224411,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-15,15,regression,1,0,42,nan,nan,1912.1085205078125,820,205,513,1.9073486328125e-06,9.169536352157593,ok,True,Another-Dataset-on-used-Fiat-500,rmse,727.7197463992476,701.689369242221,45.0,1210.4191512655916,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-16,16,regression,1,0,42,nan,nan,1893.5380859375,820,205,513,1.1920928955078125e-06,9.144193887710571,ok,True,Another-Dataset-on-used-Fiat-500,rmse,751.8667176541305,720.6484085667272,45.0,1172.889677370773,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-17,17,regression,1,0,42,nan,nan,2005.3001708984375,820,206,512,1.430511474609375e-06,8.478141784667969,ok,True,Another-Dataset-on-used-Fiat-500,rmse,747.020449118762,728.1997402537252,45.0,1277.1004306447123,RT (pretrain_rel-amazon_user-churn.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=True qk_norm=False random_sampling=True steps=0 eval_batches=200 ckpt=pretrain_rel-amazon_user-churn.pt
