dataset_slug,dataset_name,task_name,fold,problem_type,num_trials,sample_size,seed,train_metric_error,val_metric_error,test_metric_error,train_rows,val_rows,test_rows,model_train_seconds,run_seconds,status,hf_found,hf_dataset_name,hf_metric_name,hf_metric_error,hf_best_metric_error,hf_total_methods,rt_delta_vs_hf_best,rt_method,rt_config
airfoil-self-noise,tabarena-airfoil-self-noise,fold-10,10,regression,1,0,42,nan,nan,6.313058853149414,801,201,501,1.6689300537109375e-06,4.348208427429199,ok,True,airfoil_self_noise,rmse,1.5409089879880646,1.0540866414068502,45.0,5.258972211742564,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-11,11,regression,1,0,42,nan,nan,6.826977729797363,801,201,501,1.430511474609375e-06,4.343373775482178,ok,True,airfoil_self_noise,rmse,1.6306886673820544,1.12828060296917,45.0,5.698697126828193,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-12,12,regression,1,0,42,nan,nan,6.654455184936523,801,201,501,1.1920928955078125e-06,4.568413019180298,ok,True,airfoil_self_noise,rmse,1.7006943404717818,1.032568122722141,45.0,5.621887062214382,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-13,13,regression,1,0,42,nan,nan,6.519247531890869,801,201,501,1.1920928955078125e-06,4.3801023960113525,ok,True,airfoil_self_noise,rmse,1.5838342840816495,1.0893447248399777,45.0,5.429902807050891,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-14,14,regression,1,0,42,nan,nan,6.854526996612549,801,201,501,1.430511474609375e-06,4.313380479812622,ok,True,airfoil_self_noise,rmse,1.4714127989238883,1.0765307709350374,45.0,5.777996225677511,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-15,15,regression,1,0,42,nan,nan,6.631428241729736,801,201,501,1.430511474609375e-06,4.325116872787476,ok,True,airfoil_self_noise,rmse,1.6008692089226382,1.133741581298553,45.0,5.497686660431183,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-16,16,regression,1,0,42,nan,nan,6.349808692932129,801,201,501,1.1920928955078125e-06,4.517273426055908,ok,True,airfoil_self_noise,rmse,1.697611879617766,1.0915502622412074,45.0,5.258258430690922,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-17,17,regression,1,0,42,nan,nan,6.925392150878906,801,201,501,1.430511474609375e-06,4.3291027545928955,ok,True,airfoil_self_noise,rmse,1.567779435803561,0.9336311344035184,45.0,5.991761016475388,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-18,18,regression,1,0,42,nan,nan,6.756690502166748,801,201,501,1.9073486328125e-06,4.304593086242676,ok,True,airfoil_self_noise,rmse,1.6097512242890002,1.0661763737141177,45.0,5.69051412845263,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-19,19,regression,1,0,42,nan,nan,6.735931873321533,801,201,501,1.6689300537109375e-06,4.312299013137817,ok,True,airfoil_self_noise,rmse,1.5281510335933304,0.9786571771458628,45.0,5.757274696175671,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-20,20,regression,1,0,42,nan,nan,6.317286491394043,801,201,501,1.1920928955078125e-06,4.5572662353515625,ok,True,airfoil_self_noise,rmse,1.4361773849472803,1.0231700118834288,45.0,5.294116479510614,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-21,21,regression,1,0,42,nan,nan,6.730463027954102,801,201,501,1.430511474609375e-06,4.340763568878174,ok,True,airfoil_self_noise,rmse,1.401413231232579,0.942650475970968,45.0,5.787812551983134,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-22,22,regression,1,0,42,nan,nan,6.628966808319092,801,201,501,1.1920928955078125e-06,4.3194239139556885,ok,True,airfoil_self_noise,rmse,1.4941470264508492,1.1114469131535665,45.0,5.517519895165526,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-23,23,regression,1,0,42,nan,nan,6.434993267059326,801,201,501,1.6689300537109375e-06,4.328356742858887,ok,True,airfoil_self_noise,rmse,1.699299515781381,1.0949814652755565,45.0,5.34001180178377,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-24,24,regression,1,0,42,nan,nan,6.681382179260254,801,201,501,1.430511474609375e-06,4.532129287719727,ok,True,airfoil_self_noise,rmse,1.6105723732293282,1.1431634894100384,45.0,5.538218689850216,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-25,25,regression,1,0,42,nan,nan,6.777836322784424,801,201,501,1.6689300537109375e-06,4.341920852661133,ok,True,airfoil_self_noise,rmse,1.4967771632928113,1.0150818353544142,45.0,5.762754487430009,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-26,26,regression,1,0,42,nan,nan,6.426196098327637,801,201,501,1.430511474609375e-06,4.3285558223724365,ok,True,airfoil_self_noise,rmse,1.57697472900351,1.158504360163006,45.0,5.267691738164631,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-27,27,regression,1,0,42,nan,nan,6.482564449310303,801,201,501,1.1920928955078125e-06,4.320669412612915,ok,True,airfoil_self_noise,rmse,1.631816449925383,1.141427455237724,45.0,5.341136994072579,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-28,28,regression,1,0,42,nan,nan,6.743556022644043,801,201,501,1.9073486328125e-06,4.565762996673584,ok,True,airfoil_self_noise,rmse,1.4592213201261317,1.0202671180672895,45.0,5.723288904576753,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
airfoil-self-noise,tabarena-airfoil-self-noise,fold-29,29,regression,1,0,42,nan,nan,6.5985026359558105,801,201,501,1.430511474609375e-06,4.3495564460754395,ok,True,airfoil_self_noise,rmse,1.7057537046136333,1.1293917000618183,45.0,5.469110935893992,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-0,0,binary_classification,1,0,42,nan,nan,0.4504198889785074,17476,4370,10923,1.430511474609375e-06,26.227048635482788,ok,True,Amazon_employee_access,roc_auc,0.1634030411235577,0.1230717758788864,45.0,0.327348113099621,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-1,1,binary_classification,1,0,42,nan,nan,0.4840215506107236,17476,4370,10923,1.1920928955078125e-06,26.46622920036316,ok,True,Amazon_employee_access,roc_auc,0.1466546595341388,0.1047241260336855,45.0,0.3792974245770381,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-2,2,binary_classification,1,0,42,nan,nan,0.5018679304630815,17476,4370,10923,1.1920928955078125e-06,26.273380279541016,ok,True,Amazon_employee_access,roc_auc,0.1556947265478071,0.1082748784460748,45.0,0.39359305201700673,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-3,3,binary_classification,1,0,42,nan,nan,0.5022782425638619,17476,4370,10923,1.430511474609375e-06,26.186620950698853,ok,True,Amazon_employee_access,roc_auc,0.154097026528034,0.113316723842512,45.0,0.3889615187213499,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-4,4,binary_classification,1,0,42,nan,nan,0.5195412236262452,17476,4370,10923,1.1920928955078125e-06,26.44507908821106,ok,True,Amazon_employee_access,roc_auc,0.1484161378567237,0.1125839340999693,45.0,0.4069572895262759,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-5,5,binary_classification,1,0,42,nan,nan,0.5177699405530691,17476,4370,10923,1.430511474609375e-06,26.14308738708496,ok,True,Amazon_employee_access,roc_auc,0.1713506571665001,0.1228595071519917,45.0,0.39491043340107745,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-6,6,binary_classification,1,0,42,nan,nan,0.5088590512037872,17476,4370,10923,1.6689300537109375e-06,26.134417295455933,ok,True,Amazon_employee_access,roc_auc,0.1682342873027802,0.1200474422163153,45.0,0.38881160898747186,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-7,7,binary_classification,1,0,42,nan,nan,0.5167639290854169,17476,4370,10923,1.430511474609375e-06,26.2828106880188,ok,True,Amazon_employee_access,roc_auc,0.1511725558402388,0.1148996942148048,45.0,0.4018642348706121,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
amazon-employee-access,tabarena-amazon-employee-access,fold-8,8,binary_classification,1,0,42,nan,nan,0.4991855260868878,17476,4370,10923,1.430511474609375e-06,26.369619846343994,ok,True,Amazon_employee_access,roc_auc,0.156686655704936,0.1237984699634762,45.0,0.3753870561234116,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-0,0,regression,1,0,42,nan,nan,1525.157470703125,820,205,513,1.430511474609375e-06,4.471972703933716,ok,True,Another-Dataset-on-used-Fiat-500,rmse,727.096139944832,684.4739289534879,45.0,840.6835417496371,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-1,1,regression,1,0,42,nan,nan,1585.5272216796875,820,205,513,1.430511474609375e-06,4.489696979522705,ok,True,Another-Dataset-on-used-Fiat-500,rmse,745.2317427602255,714.6702841954356,45.0,870.856937484252,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-2,2,regression,1,0,42,nan,nan,1570.948974609375,820,206,512,1.6689300537109375e-06,4.338808298110962,ok,True,Another-Dataset-on-used-Fiat-500,rmse,773.1062748747117,749.273935417717,45.0,821.675039191658,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-3,3,regression,1,0,42,nan,nan,1582.41015625,820,205,513,1.1920928955078125e-06,4.461535930633545,ok,True,Another-Dataset-on-used-Fiat-500,rmse,746.2814167686921,726.7427178554125,45.0,855.6674383945875,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-4,4,regression,1,0,42,nan,nan,1556.05322265625,820,205,513,9.5367431640625e-07,4.748046159744263,ok,True,Another-Dataset-on-used-Fiat-500,rmse,761.084859104398,722.6529421211595,45.0,833.4002805350905,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-5,5,regression,1,0,42,nan,nan,1606.9661865234375,820,206,512,1.1920928955078125e-06,4.361350059509277,ok,True,Another-Dataset-on-used-Fiat-500,rmse,752.70043676175,712.2787670489912,45.0,894.6874194744463,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-6,6,regression,1,0,42,nan,nan,1633.8021240234375,820,205,513,9.5367431640625e-07,4.495319604873657,ok,True,Another-Dataset-on-used-Fiat-500,rmse,742.8219271991052,721.8301271786611,45.0,911.9719968447764,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-7,7,regression,1,0,42,nan,nan,1561.3916015625,820,205,513,1.430511474609375e-06,4.46421480178833,ok,True,Another-Dataset-on-used-Fiat-500,rmse,746.4688064991403,703.9042957444839,45.0,857.4873058180161,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-8,8,regression,1,0,42,nan,nan,1542.1646728515625,820,206,512,1.1920928955078125e-06,4.332698822021484,ok,True,Another-Dataset-on-used-Fiat-500,rmse,737.6286151076337,716.0325081352468,45.0,826.1321647163157,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-9,9,regression,1,0,42,nan,nan,1546.1295166015625,820,205,513,1.1920928955078125e-06,4.465684413909912,ok,True,Another-Dataset-on-used-Fiat-500,rmse,737.0718329307715,689.1111369554578,45.0,857.0183796461047,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-10,10,regression,1,0,42,nan,nan,1509.59912109375,820,205,513,9.5367431640625e-07,4.758612394332886,ok,True,Another-Dataset-on-used-Fiat-500,rmse,744.2329064370816,719.1031916439499,45.0,790.4959294498001,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-11,11,regression,1,0,42,nan,nan,1688.456787109375,820,206,512,1.1920928955078125e-06,4.363205194473267,ok,True,Another-Dataset-on-used-Fiat-500,rmse,774.6645674968966,756.694920051813,45.0,931.761867057562,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-12,12,regression,1,0,42,nan,nan,1476.785400390625,820,205,513,1.430511474609375e-06,4.465285301208496,ok,True,Another-Dataset-on-used-Fiat-500,rmse,734.0509505423823,712.0036764324274,45.0,764.7817239581976,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-13,13,regression,1,0,42,nan,nan,1574.695556640625,820,205,513,1.430511474609375e-06,4.464300155639648,ok,True,Another-Dataset-on-used-Fiat-500,rmse,788.4295358216963,747.1575827548468,45.0,827.5379738857782,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-14,14,regression,1,0,42,nan,nan,1622.09375,820,206,512,1.1920928955078125e-06,4.340148687362671,ok,True,Another-Dataset-on-used-Fiat-500,rmse,731.704344058786,704.9382338572465,45.0,917.1555161427535,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-15,15,regression,1,0,42,nan,nan,1570.6695556640625,820,205,513,1.430511474609375e-06,4.747630596160889,ok,True,Another-Dataset-on-used-Fiat-500,rmse,727.7197463992476,701.689369242221,45.0,868.9801864218415,RT (synthetic-pretrain_rdb_512_size_16b.pt),bs=16 sl=128 d=256 blocks=12 heads=8 full=False qk_norm=True random_sampling=True steps=0 eval_batches=200 ckpt=synthetic-pretrain_rdb_512_size_16b.pt
