dataset_slug,dataset_name,task_name,fold,problem_type,num_trials,sample_size,seed,train_metric_error,val_metric_error,test_metric_error,train_rows,val_rows,test_rows,model_train_seconds,run_seconds,status,hf_found,hf_dataset_name,hf_method,hf_metric_name,hf_metric_error,hf_delta_local_minus_hf,hf_local_rank,hf_total_methods,hf_best_metric_error
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-25,25,binary_classification,1,50000,42,0.2134868421052632,0.2883771929824561,0.2985727029438002,399,100,249,0.0842783451080322,1.6523418426513672,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2628456735057984,0.0357270294380017,42,45,0.2292595896520963
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-29,29,binary_classification,1,50000,42,0.2275796398891966,0.3358004385964912,0.2265834076717217,399,100,249,0.075380802154541,1.3261399269104004,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2395628902765387,-0.012979482604817,7,45,0.2147190008920606
churn,tabarena-churn,fold-3,3,binary_classification,1,10000,42,0.0063688288933465,0.1066614681965021,0.0834754645915503,2666,667,1667,0.1495101451873779,1.6004462242126465,ok,True,churn,GBM (default),roc_auc,0.0862233355837449,-0.0027478709921946,36,45,0.0648059316111762
churn,tabarena-churn,fold-7,7,binary_classification,1,10000,42,0.0657857380413533,0.0965244513757378,0.1080316005164101,2666,667,1667,0.0760977268218994,1.5004961490631104,ok,True,churn,GBM (default),roc_auc,0.0921128995961104,0.0159187009202996,39,45,0.0718784422414099
coil2000-insurance-policies,tabarena-coil2000-insurance-policies,fold-2,2,binary_classification,1,50000,42,0.2192874413108883,0.3067401348651348,0.3282130591027834,5238,1310,3274,0.5752320289611816,2.88340425491333,ok,True,coil2000_insurance_policies,GBM (default),roc_auc,0.2561819562132845,0.0720311028894988,45,45,0.226311479757595
coil2000-insurance-policies,tabarena-coil2000-insurance-policies,fold-6,6,binary_classification,1,50000,42,0.2305337247206499,0.2508793290043289,0.2454534855639111,5238,1310,3274,0.5976772308349609,2.9348390102386475,ok,True,coil2000_insurance_policies,GBM (default),roc_auc,0.2296783004805089,0.0157751850834021,34,45,0.2176930571863992
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-1,1,regression,1,50000,42,3.825115237875682,5.845624298513728,5.102584474988546,549,138,343,0.3009395599365234,1.6451013088226318,ok,True,concrete_compressive_strength,GBM (default),rmse,4.095591852217447,1.006992622771099,35,45,3.79217436672961
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-5,5,regression,1,50000,42,7.883184643047145,8.276240570927103,8.218495958439911,549,138,343,0.3038725852966308,1.6261484622955322,ok,True,concrete_compressive_strength,GBM (default),rmse,4.939242164212933,3.279253794226978,40,45,4.183263526263326
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-9,9,regression,1,50000,42,10.718184751567245,10.808127970362367,10.961803095253837,548,138,344,0.1235969066619873,1.3123650550842283,ok,True,concrete_compressive_strength,GBM (default),rmse,4.726019680849876,6.235783414403959,45,45,4.135476061798498
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-13,13,regression,1,50000,42,13.376766542126322,11.693833864647202,13.796294140919324,549,138,343,0.117861270904541,1.344346046447754,ok,True,concrete_compressive_strength,GBM (default),rmse,4.209969269800465,9.586324871118858,45,45,3.6575419978836328
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-17,17,regression,1,50000,42,6.727634144173231,7.703973864179161,7.869955511460782,549,138,343,0.1067588329315185,1.3131444454193115,ok,True,concrete_compressive_strength,GBM (default),rmse,5.128943298252113,2.741012213208669,40,45,4.651331474684734
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-21,21,regression,1,50000,42,8.020131491449426,7.968027796238532,9.15009971563842,548,138,344,0.2938778400421142,1.5883493423461914,ok,True,concrete_compressive_strength,GBM (default),rmse,4.547477194838068,4.602622520800351,45,45,4.0285009670500855
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-25,25,regression,1,50000,42,11.582136253086814,13.748958095149618,13.12769955500726,549,138,343,0.1409623622894287,1.4339268207550049,ok,True,concrete_compressive_strength,GBM (default),rmse,4.226828929807606,8.900870625199655,45,45,3.946970435798181
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-29,29,regression,1,50000,42,11.20705984605184,11.124960025948674,10.931854217244252,549,138,343,0.218522310256958,1.9465103149414065,ok,True,concrete_compressive_strength,GBM (default),rmse,3.958657908835548,6.9731963084087045,45,45,3.451051183623718
credit-card-clients-default,tabarena-credit-card-clients-default,fold-3,3,binary_classification,1,10000,42,0.1798283192866868,0.2137475854939196,0.219487647802387,10000,4000,10000,2.553171873092652,4.952463865280151,ok,True,credit_card_clients_default,GBM (default),roc_auc,0.2156870564535229,0.0038005913488641,34,45,0.209265878046719
credit-card-clients-default,tabarena-credit-card-clients-default,fold-7,7,binary_classification,1,10000,42,0.198668639573899,0.2224069791695005,0.219754060124957,10000,4000,10000,1.872260808944702,4.257931709289551,ok,True,credit_card_clients_default,GBM (default),roc_auc,0.209908587979281,0.0098454721456759,35,45,0.2061889158542237
credit-g,tabarena-credit-g,fold-2,2,binary_classification,1,50000,42,0.2821883378016085,0.2002659574468084,0.3275965665236051,533,134,333,0.020587682723999,1.3453702926635742,ok,True,credit-g,GBM (default),roc_auc,0.2323605150214591,0.0952360515021459,43,45,0.2053648068669528
credit-g,tabarena-credit-g,fold-6,6,binary_classification,1,50000,42,0.1505208333333332,0.2739361702127659,0.2296153846153845,532,134,334,0.0859198570251464,1.3854680061340332,ok,True,credit-g,GBM (default),roc_auc,0.2011111111111111,0.0285042735042734,43,45,0.1748290598290597
credit-g,tabarena-credit-g,fold-10,10,binary_classification,1,50000,42,0.2153652815013405,0.2523936170212766,0.2543347639484978,533,134,333,0.0200321674346923,1.3414809703826904,ok,True,credit-g,GBM (default),roc_auc,0.2164377682403433,0.0378969957081545,43,45,0.1954506437768239
credit-g,tabarena-credit-g,fold-14,14,binary_classification,1,50000,42,0.1390750670241287,0.2582446808510638,0.2349356223175965,533,134,333,0.0300724506378173,1.3462982177734375,ok,True,credit-g,GBM (default),roc_auc,0.2388412017167381,-0.0039055793991416,40,45,0.2023605150214592
credit-g,tabarena-credit-g,fold-18,18,binary_classification,1,50000,42,0.1026041666666666,0.1577127659574468,0.2652991452991452,532,134,334,0.1461400985717773,1.4886305332183838,ok,True,credit-g,GBM (default),roc_auc,0.2645726495726496,0.0007264957264956,36,45,0.2229487179487179
credit-g,tabarena-credit-g,fold-22,22,binary_classification,1,50000,42,0.3654658176943699,0.4494680851063829,0.3728755364806866,533,134,333,0.0179181098937988,1.3518481254577637,ok,True,credit-g,GBM (default),roc_auc,0.2640343347639485,0.108841201716738,43,45,0.1986266094420601
credit-g,tabarena-credit-g,fold-26,26,binary_classification,1,50000,42,0.2415549597855227,0.1759308510638297,0.2609227467811159,533,134,333,0.0205981731414794,1.3857879638671875,ok,True,credit-g,GBM (default),roc_auc,0.2225321888412018,0.038390557939914,43,45,0.2048068669527897
customer-satisfaction-in-airline,tabarena-customer-satisfaction-in-airline,fold-0,0,binary_classification,1,10000,42,0.0005797281776146,0.0117132855204286,0.0118576220485505,10000,17318,43294,48.02326560020447,71.79884624481201,ok,True,customer_satisfaction_in_airline,GBM (default),roc_auc,0.005735930711694,0.0061216913368564,37,45,0.0043975257762043
customer-satisfaction-in-airline,tabarena-customer-satisfaction-in-airline,fold-4,4,binary_classification,1,10000,42,0.0021294315043618,0.0121431034509906,0.0117177681600937,10000,17318,43293,43.171005964279175,52.07807850837708,ok,True,customer_satisfaction_in_airline,GBM (default),roc_auc,0.0055736291024439,0.0061441390576497,37,45,0.0044161772701019
customer-satisfaction-in-airline,tabarena-customer-satisfaction-in-airline,fold-8,8,binary_classification,1,10000,42,0.0013381429912074,0.0124667925005826,0.013224534390457,10000,17318,43293,82.90482521057129,97.497633934021,ok,True,customer_satisfaction_in_airline,GBM (default),roc_auc,0.0056997991341516,0.0075247352563053,37,45,0.0045256910148469
diabetes,tabarena-diabetes,fold-3,3,binary_classification,1,50000,42,0.1507702823492298,0.1422056384742952,0.174190943954787,409,103,256,0.0373411178588867,1.3445062637329102,ok,True,diabetes,GBM (default),roc_auc,0.1690775751867053,0.0051133687680817,39,45,0.1532665007064523
diabetes,tabarena-diabetes,fold-7,7,binary_classification,1,50000,42,0.5,0.5,0.5,409,103,256,0.0238497257232666,1.3248815536499023,ok,True,diabetes,GBM (default),roc_auc,0.1597254928345555,0.3402745071654445,45,45,0.1371190203861939
diabetes,tabarena-diabetes,fold-11,11,binary_classification,1,50000,42,0.2701244922719839,0.2744610281923715,0.2609103078982596,409,103,256,0.0292229652404785,1.3289835453033447,ok,True,diabetes,GBM (default),roc_auc,0.1721552878179384,0.0887550200803212,45,45,0.1692101740294511
diabetes,tabarena-diabetes,fold-15,15,binary_classification,1,50000,42,0.2266154897733845,0.2041873963515754,0.1570342461145124,409,103,256,0.0270261764526367,1.3223838806152344,ok,True,diabetes,GBM (default),roc_auc,0.1307945905940927,0.0262396555204197,44,45,0.1112830518737805
diabetes,tabarena-diabetes,fold-19,19,binary_classification,1,50000,42,0.0442452284557547,0.1405472636815921,0.212002960371392,409,103,256,0.0564219951629638,1.3461427688598633,ok,True,diabetes,GBM (default),roc_auc,0.2214223238915427,-0.0094193635201507,36,45,0.1883872704030141
diabetes,tabarena-diabetes,fold-23,23,binary_classification,1,50000,42,0.1388405338397426,0.2002487562189054,0.1731258366800536,409,103,256,0.0345039367675781,1.332508563995361,ok,True,diabetes,GBM (default),roc_auc,0.1720214190093707,0.0011044176706829,33,45,0.1383534136546185
diabetes,tabarena-diabetes,fold-27,27,binary_classification,1,50000,42,0.1137838265548345,0.1480099502487561,0.1901606425702809,409,103,256,0.0533268451690673,1.4321715831756592,ok,True,diabetes,GBM (default),roc_auc,0.1728246318607764,0.0173360107095045,43,45,0.1467871485943774
diabetes130us,tabarena-diabetes130us,fold-1,1,binary_classification,1,50000,42,0.2769357426584479,0.3361869881562874,0.3720975626639314,38143,9536,23839,20.68844175338745,39.973384380340576,ok,True,Diabetes130US,GBM (default),roc_auc,0.3600080464152217,0.0120895162487096,41,45,0.3344243567002231
diabetes130us,tabarena-diabetes130us,fold-5,5,binary_classification,1,50000,42,0.2819536554368175,0.3474607919681866,0.3585127036558173,38143,9536,23839,29.150103092193604,48.6909065246582,ok,True,Diabetes130US,GBM (default),roc_auc,0.3561655241977121,0.0023471794581052,37,45,0.3315500329316769
diamonds,tabarena-diamonds,fold-0,0,regression,1,10000,42,594.8328893257534,634.2963544496203,633.3828361245517,10000,7192,17980,3.305672407150269,16.420303106307983,ok,True,diamonds,GBM (default),rmse,535.0955907690841,98.28724535546758,39,45,511.9583768160685
diamonds,tabarena-diamonds,fold-4,4,regression,1,10000,42,459.4768847885536,590.5598794498106,578.708259375233,10000,7192,17980,3.750545501708984,9.152919292449951,ok,True,diamonds,GBM (default),rmse,524.8936655006306,53.81459387460234,36,45,501.12249674494063
diamonds,tabarena-diamonds,fold-8,8,regression,1,10000,42,75.30258844532727,748.6290395730979,742.0312704725471,10000,7192,17980,2.2756426334381104,4.853217840194702,ok,True,diamonds,GBM (default),rmse,543.2172198445177,198.81405062802943,40,45,521.5925719522025
e-commereshippingdata,tabarena-e-commereshippingdata,fold-3,3,binary_classification,1,10000,42,0.2454688613711868,0.2357384169884169,0.2453792460689754,5865,1467,3667,0.078683853149414,1.44559907913208,ok,True,E-CommereShippingData,GBM (default),roc_auc,0.2569200062298135,-0.011540760160838,3,45,0.244046758210313
e-commereshippingdata,tabarena-e-commereshippingdata,fold-7,7,binary_classification,1,10000,42,0.2505615867648835,0.2473426640926641,0.2662474365032048,5866,1467,3666,0.0729610919952392,1.4408786296844482,ok,True,E-CommereShippingData,GBM (default),roc_auc,0.2597876719614678,0.006459764541737,39,45,0.254733037629288
fitness-club,tabarena-fitness-club,fold-2,2,binary_classification,1,50000,42,0.0941822921295062,0.1536737822856467,0.188400159395814,800,200,500,0.3469719886779785,1.8567783832550049,ok,True,Fitness_Club,GBM (default),roc_auc,0.1862369304920397,0.0021632289037742,43,45,0.1652213514487941
fitness-club,tabarena-fitness-club,fold-6,6,binary_classification,1,10000,42,0.2353557569833229,0.1908833588866612,0.2024706351164158,800,200,500,0.0329711437225341,1.3902254104614258,ok,True,Fitness_Club,GBM (default),roc_auc,0.20032638190478,0.0021442532116358,43,45,0.1638171502305545
fitness-club,tabarena-fitness-club,fold-10,10,binary_classification,1,10000,42,0.1603868598003495,0.2148248614223374,0.1856107326514735,800,200,500,0.0316927433013916,1.3223650455474854,ok,True,Fitness_Club,GBM (default),roc_auc,0.2278221598132792,-0.0422114271618057,25,45,0.178523311637792
fitness-club,tabarena-fitness-club,fold-14,14,binary_classification,1,10000,42,0.1841582985278,0.1999404761904761,0.1976236388384755,800,200,500,0.0296249389648437,1.327775478363037,ok,True,Fitness_Club,GBM (default),roc_auc,0.2157913641863279,-0.0181677253478523,34,45,0.1715536146400484
fitness-club,tabarena-fitness-club,fold-18,18,binary_classification,1,10000,42,0.196506857430611,0.2325745960608561,0.1848611928120078,800,200,500,0.063373327255249,1.3767168521881104,ok,True,Fitness_Club,GBM (default),roc_auc,0.1939885007305641,-0.0091273079185563,41,45,0.1624698760887304
fitness-club,tabarena-fitness-club,fold-22,22,binary_classification,1,10000,42,0.1363340146331347,0.2060384479301804,0.2209719349513274,800,200,500,0.0442006587982177,1.337524652481079,ok,True,Fitness_Club,GBM (default),roc_auc,0.2385244501793202,-0.0175525152279928,34,45,0.2036281523368565
fitness-club,tabarena-fitness-club,fold-26,26,binary_classification,1,10000,42,0.1802000947895374,0.1793253921453002,0.2156587411525834,800,200,500,0.0354504585266113,1.313727617263794,ok,True,Fitness_Club,GBM (default),roc_auc,0.2204216398793147,-0.0047628987267313,42,45,0.1825935976014725
food-delivery-time,tabarena-food-delivery-time,fold-0,0,regression,1,50000,42,7.38420297468495,7.562362558390728,7.602330935516899,24240,6060,15151,4.963628768920898,17.49301528930664,ok,True,Food_Delivery_Time,GBM (default),rmse,7.661070346832275,-0.0587394113153765,20,45,7.394508361816406
food-delivery-time,tabarena-food-delivery-time,fold-4,4,regression,1,50000,42,8.14483091386022,8.312668149710177,8.152932090167488,24240,6061,15150,4.639350891113281,8.809523344039917,ok,True,Food_Delivery_Time,GBM (default),rmse,7.608145713806152,0.5447863763613352,38,45,7.342092990875244
food-delivery-time,tabarena-food-delivery-time,fold-8,8,regression,1,50000,42,7.616356977869403,7.790291955331297,7.758840126077719,24240,6061,15150,6.691956043243408,10.6342453956604,ok,True,Food_Delivery_Time,GBM (default),rmse,7.640511035919189,0.1183290901585296,26,45,7.375529766082764
givemesomecredit,tabarena-givemesomecredit,fold-3,3,binary_classification,1,50000,42,0.1149590669073498,0.1337429607560081,0.1348172438230961,50000,20000,50000,0.6793069839477539,3.415231466293335,ok,True,GiveMeSomeCredit,GBM (default),roc_auc,0.1342512564336455,0.0005659873894505,22,45,0.1324052288089716
givemesomecredit,tabarena-givemesomecredit,fold-7,7,binary_classification,1,50000,42,0.1219061833469795,0.1378112617564195,0.1385364617214497,50000,20000,50000,1.5852320194244385,4.783899545669556,ok,True,GiveMeSomeCredit,GBM (default),roc_auc,0.1344527076700753,0.0040837540513744,29,45,0.1321801806024042
hazelnut-spread-contaminant-detection,tabarena-hazelnut-spread-contaminant-detection,fold-2,2,binary_classification,1,50000,42,0.07012451171875,0.1007421874999999,0.0980250000000001,1280,320,800,0.0609228610992431,1.4702351093292236,ok,True,hazelnut-spread-contaminant-detection,GBM (default),roc_auc,0.0263687499999999,0.0716562500000002,45,45,0.0044312499999999
hazelnut-spread-contaminant-detection,tabarena-hazelnut-spread-contaminant-detection,fold-6,6,binary_classification,1,50000,42,0.0,0.047578125,0.04173125,1280,320,800,0.3678846359252929,1.7256042957305908,ok,True,hazelnut-spread-contaminant-detection,GBM (default),roc_auc,0.0293874999999999,0.01234375,39,45,0.00598125
hazelnut-spread-contaminant-detection,tabarena-hazelnut-spread-contaminant-detection,fold-10,10,binary_classification,1,50000,42,0.0010253906249999,0.03171875,0.03448125,1280,320,800,0.88905930519104,2.271460771560669,ok,True,hazelnut-spread-contaminant-detection,GBM (default),roc_auc,0.0248625,0.00961875,36,45,0.00675625
hazelnut-spread-contaminant-detection,tabarena-hazelnut-spread-contaminant-detection,fold-14,14,binary_classification,1,50000,42,0.121337890625,0.1428515624999999,0.1536031250000001,1280,320,800,0.0335900783538818,1.350417137145996,ok,True,hazelnut-spread-contaminant-detection,GBM (default),roc_auc,0.0278,0.1258031250000001,45,45,0.00351875
hazelnut-spread-contaminant-detection,tabarena-hazelnut-spread-contaminant-detection,fold-18,18,binary_classification,1,50000,42,0.0030517578125,0.061640625,0.0488312500000001,1280,320,800,0.5017197132110596,1.845379114151001,ok,True,hazelnut-spread-contaminant-detection,GBM (default),roc_auc,0.0266812499999999,0.0221500000000001,40,45,0.0045312499999999
hazelnut-spread-contaminant-detection,tabarena-hazelnut-spread-contaminant-detection,fold-22,22,binary_classification,1,50000,42,0.071868896484375,0.0728515625,0.0920875000000001,1280,320,800,0.0691626071929931,1.3774962425231934,ok,True,hazelnut-spread-contaminant-detection,GBM (default),roc_auc,0.0289187499999999,0.0631687500000001,45,45,0.0074749999999998
hazelnut-spread-contaminant-detection,tabarena-hazelnut-spread-contaminant-detection,fold-26,26,binary_classification,1,50000,42,0.0975390625,0.09953125,0.0953281249999999,1280,320,800,0.0467662811279296,1.3535711765289309,ok,True,hazelnut-spread-contaminant-detection,GBM (default),roc_auc,0.0209749999999999,0.074353125,45,45,0.0085937499999998
